user_id,signup_date,age,gender,city_tier,device_type,acquisition_channel,name,furthest_stage,stage_rank,dropped_at,time_to_first_txn_mins,signup_week,converted
U001252,2024-06-17,44,Female,Tier 1,iOS,Referral,Panini Yohannan,app_install,1,app_open,,2024-06-17/2024-06-23,False
U001253,2024-04-29,23,Female,Tier 2,Android,Referral,Dakshesh Chanda,app_open,2,signup_started,,2024-04-29/2024-05-05,False
U001254,2024-02-23,32,Other,Tier 2,Android,Organic,Dhriti Tara,kyc_initiated,5,kyc_completed,,2024-02-19/2024-02-25,False
U001255,2024-06-02,19,Male,Tier 1,Android,Referral,Abhiram Patla,kyc_initiated,5,kyc_completed,,2024-05-27/2024-06-02,False
U001256,2024-01-15,35,Other,Tier 2,iOS,Referral,Ijaya Menon,app_install,1,app_open,,2024-01-15/2024-01-21,False
U001257,2024-05-03,49,Female,Tier 2,Android,Organic,Charan Gopal,app_install,1,app_open,,2024-04-29/2024-05-05,False
U001258,2024-03-11,37,Other,Tier 1,Android,Paid Ad,Unni Char,app_install,1,app_open,,2024-03-11/2024-03-17,False
U001259,2024-06-04,32,Other,Tier 2,Android,Paid Ad,Nimrat Chand,app_open,2,signup_started,,2024-06-03/2024-06-09,False
U001260,2024-05-11,33,Male,Tier 3,iOS,Social Media,Girindra Dugar,app_open,2,signup_started,,2024-05-06/2024-05-12,False
U001261,2024-01-07,39,Male,Tier 2,Android,Referral,Megha Tripathi,kyc_initiated,5,kyc_completed,,2024-01-01/2024-01-07,False
U001262,2024-06-13,34,Other,Tier 2,Android,Paid Ad,Jeevika Cheema,kyc_completed,6,first_transaction,,2024-06-10/2024-06-16,False
U001263,2024-05-11,27,Female,Tier 2,Android,Referral,Sanya Sen,app_open,2,signup_started,,2024-05-06/2024-05-12,False
U001264,2024-01-07,23,Male,Tier 1,Android,Referral,Mitesh Bahl,kyc_initiated,5,kyc_completed,,2024-01-01/2024-01-07,False
U001265,2024-01-14,29,Male,Tier 1,Android,Paid Ad,Sarthak Rout,signup_started,3,signup_completed,,2024-01-08/2024-01-14,False
U001266,2024-05-31,49,Other,Tier 3,Android,Paid Ad,Shivansh Buch,app_install,1,app_open,,2024-05-27/2024-06-02,False
U001267,2024-03-12,38,Female,Tier 1,Android,Paid Ad,Dayita Balakrishnan,app_install,1,app_open,,2024-03-11/2024-03-17,False
U001268,2024-03-15,48,Other,Tier 1,Android,Referral,Ekiya Raja,app_open,2,signup_started,,2024-03-11/2024-03-17,False
U001269,2024-01-07,30,Other,Tier 1,iOS,Paid Ad,Aashi Virk,signup_completed,4,kyc_initiated,,2024-01-01/2024-01-07,False
U001270,2024-01-30,33,Other,Tier 1,Android,Paid Ad,Arjun Modi,day7_return,10,,215.0,2024-01-29/2024-02-04,True
U001271,2024-03-28,20,Female,Tier 1,iOS,Organic,Oscar Dayal,kyc_initiated,5,kyc_completed,,2024-03-25/2024-03-31,False
U001272,2024-03-13,23,Female,Tier 2,iOS,Organic,Dipta Boase,app_install,1,app_open,,2024-03-11/2024-03-17,False
U001273,2024-05-28,33,Male,Tier 1,Android,Organic,Nirja Jain,app_open,2,signup_started,,2024-05-27/2024-06-02,False
U001274,2024-04-21,42,Male,Tier 1,Android,Paid Ad,Ira Varma,app_install,1,app_open,,2024-04-15/2024-04-21,False
U001275,2024-04-12,43,Female,Tier 1,Android,Organic,Aadi Pingle,app_open,2,signup_started,,2024-04-08/2024-04-14,False
U001276,2024-03-18,30,Female,Tier 2,Android,Paid Ad,Yagnesh Gour,app_install,1,app_open,,2024-03-18/2024-03-24,False
U001277,2024-05-06,27,Female,Tier 1,Android,Organic,Vrinda Randhawa,kyc_completed,6,first_transaction,,2024-05-06/2024-05-12,False
U001278,2024-02-18,39,Male,Tier 3,iOS,Referral,Chandran Arora,app_install,1,app_open,,2024-02-12/2024-02-18,False
U001279,2024-01-06,33,Other,Tier 2,Android,Paid Ad,Vaishnavi Grewal,signup_completed,4,kyc_initiated,,2024-01-01/2024-01-07,False
U001280,2024-02-06,30,Female,Tier 2,iOS,Organic,Christopher Srivastava,kyc_completed,6,first_transaction,,2024-02-05/2024-02-11,False
U001281,2024-04-10,27,Female,Tier 3,Android,Paid Ad,Lipika Issac,signup_completed,4,kyc_initiated,,2024-04-08/2024-04-14,False
U001282,2024-06-26,47,Other,Tier 2,Android,Organic,Kamya Keer,app_open,2,signup_started,,2024-06-24/2024-06-30,False
U001283,2024-01-23,27,Female,Tier 3,Android,Paid Ad,Nirja Nagar,day7_return,10,,682.0,2024-01-22/2024-01-28,True
U001284,2024-05-30,21,Female,Tier 1,iOS,Paid Ad,Azaan Hora,app_open,2,signup_started,,2024-05-27/2024-06-02,False
U001285,2024-05-16,33,Female,Tier 1,Android,Social Media,Dipta Singhal,app_install,1,app_open,,2024-05-13/2024-05-19,False
U001286,2024-02-11,32,Other,Tier 1,Android,Referral,Anmol Pall,signup_started,3,signup_completed,,2024-02-05/2024-02-11,False
U001287,2024-02-25,29,Other,Tier 3,Android,Referral,Darsh Varma,app_install,1,app_open,,2024-02-19/2024-02-25,False
U001288,2024-06-26,34,Female,Tier 1,Android,Organic,Sarthak Batra,signup_started,3,signup_completed,,2024-06-24/2024-06-30,False
U001289,2024-02-08,47,Male,Tier 3,Android,Paid Ad,Vansha Kari,kyc_completed,6,first_transaction,,2024-02-05/2024-02-11,False
U001290,2024-01-27,23,Male,Tier 3,Android,Organic,Zaid Dey,signup_started,3,signup_completed,,2024-01-22/2024-01-28,False
U001291,2024-03-28,33,Male,Tier 1,Android,Paid Ad,Warjas Dyal,signup_started,3,signup_completed,,2024-03-25/2024-03-31,False
U001292,2024-06-23,22,Other,Tier 3,Android,Organic,Ucchal Venkataraman,app_install,1,app_open,,2024-06-17/2024-06-23,False
U001293,2024-03-27,24,Male,Tier 3,Android,Paid Ad,Darsh Kota,signup_completed,4,kyc_initiated,,2024-03-25/2024-03-31,False
U001294,2024-06-06,18,Other,Tier 1,Android,Referral,Jatin Sura,kyc_initiated,5,kyc_completed,,2024-06-03/2024-06-09,False
U001295,2024-06-13,45,Female,Tier 1,Android,Social Media,Brinda Kala,app_install,1,app_open,,2024-06-10/2024-06-16,False
U001296,2024-05-09,28,Female,Tier 3,Android,Social Media,Ganga Madan,first_transaction,7,notification_opted_in,131.0,2024-05-06/2024-05-12,True
U001297,2024-05-17,39,Male,Tier 3,Android,Paid Ad,Hema Johal,signup_completed,4,kyc_initiated,,2024-05-13/2024-05-19,False
U001298,2024-04-16,50,Other,Tier 1,Android,Referral,Amaira Bobal,app_open,2,signup_started,,2024-04-15/2024-04-21,False
U001299,2024-02-26,39,Female,Tier 3,Android,Referral,Jasmit Chaudhary,app_install,1,app_open,,2024-02-26/2024-03-03,False
U001300,2024-06-14,38,Male,Tier 1,Android,Organic,Balendra Wagle,app_install,1,app_open,,2024-06-10/2024-06-16,False
U001301,2024-05-18,26,Other,Tier 3,Android,Referral,Atharv Mani,app_install,1,app_open,,2024-05-13/2024-05-19,False
U001302,2024-06-29,53,Other,Tier 1,iOS,Paid Ad,Janaki Chopra,signup_completed,4,kyc_initiated,,2024-06-24/2024-06-30,False
U001303,2024-05-03,44,Male,Tier 1,iOS,Organic,Falak Kanda,kyc_initiated,5,kyc_completed,,2024-04-29/2024-05-05,False
U001304,2024-06-03,27,Female,Tier 3,Android,Paid Ad,Vedika Agate,day1_return,9,day7_return,147.0,2024-06-03/2024-06-09,True
U001305,2024-04-08,29,Male,Tier 2,Android,Organic,Kala Pant,app_open,2,signup_started,,2024-04-08/2024-04-14,False
U001306,2024-01-24,26,Male,Tier 2,Android,Paid Ad,Devansh Mann,app_install,1,app_open,,2024-01-22/2024-01-28,False
U001307,2024-06-02,28,Male,Tier 1,Android,Referral,Wridesh Apte,app_open,2,signup_started,,2024-05-27/2024-06-02,False
U001308,2024-02-15,22,Female,Tier 2,Android,Paid Ad,Bhavya Dara,app_install,1,app_open,,2024-02-12/2024-02-18,False
U001309,2024-01-06,36,Female,Tier 2,Android,Organic,Mitesh Sura,app_install,1,app_open,,2024-01-01/2024-01-07,False
U001310,2024-04-17,36,Other,Tier 2,Android,Paid Ad,Ekapad Nadkarni,app_open,2,signup_started,,2024-04-15/2024-04-21,False
U001311,2024-03-12,54,Female,Tier 2,Android,Social Media,Caleb Yohannan,kyc_initiated,5,kyc_completed,,2024-03-11/2024-03-17,False
U001312,2024-06-05,37,Other,Tier 2,iOS,Referral,Gopal Golla,day1_return,9,day7_return,710.0,2024-06-03/2024-06-09,True
U001313,2024-01-26,30,Other,Tier 2,Android,Social Media,Dhruv Mital,app_open,2,signup_started,,2024-01-22/2024-01-28,False
U001314,2024-06-20,36,Male,Tier 1,iOS,Paid Ad,Banjeet Gokhale,app_install,1,app_open,,2024-06-17/2024-06-23,False
U001315,2024-01-13,20,Female,Tier 2,Android,Referral,Pavani Raja,app_install,1,app_open,,2024-01-08/2024-01-14,False
U001316,2024-03-18,24,Other,Tier 3,Android,Organic,Wyatt Saran,kyc_completed,6,first_transaction,,2024-03-18/2024-03-24,False
U001317,2024-05-19,53,Female,Tier 2,Android,Paid Ad,Jeevika Kakar,kyc_completed,6,first_transaction,,2024-05-13/2024-05-19,False
U001318,2024-04-12,43,Female,Tier 1,Android,Organic,Nakul Anne,signup_completed,4,kyc_initiated,,2024-04-08/2024-04-14,False
U001319,2024-05-29,26,Female,Tier 3,Android,Organic,Faqid Singh,app_install,1,app_open,,2024-05-27/2024-06-02,False
U001320,2024-06-08,23,Other,Tier 1,iOS,Paid Ad,Urishilla Golla,app_open,2,signup_started,,2024-06-03/2024-06-09,False
U001321,2024-01-15,54,Male,Tier 2,Android,Referral,Devansh Golla,kyc_initiated,5,kyc_completed,,2024-01-15/2024-01-21,False
U001322,2024-03-02,30,Other,Tier 2,iOS,Organic,Krish Basak,signup_started,3,signup_completed,,2024-02-26/2024-03-03,False
U001323,2024-01-15,20,Female,Tier 2,Android,Organic,Meghana Khosla,app_open,2,signup_started,,2024-01-15/2024-01-21,False
U001324,2024-03-31,19,Other,Tier 1,iOS,Organic,Zayyan Varughese,signup_started,3,signup_completed,,2024-03-25/2024-03-31,False
U001325,2024-04-10,30,Female,Tier 2,Android,Organic,Maanas Patel,kyc_initiated,5,kyc_completed,,2024-04-08/2024-04-14,False
U001326,2024-01-25,40,Other,Tier 1,iOS,Referral,Yatan Contractor,app_install,1,app_open,,2024-01-22/2024-01-28,False
U001327,2024-05-04,29,Other,Tier 2,Android,Paid Ad,Dayamai Khanna,signup_completed,4,kyc_initiated,,2024-04-29/2024-05-05,False
U001328,2024-02-05,45,Male,Tier 3,Android,Paid Ad,Manthan Datta,app_install,1,app_open,,2024-02-05/2024-02-11,False
U001329,2024-03-25,49,Other,Tier 3,Android,Paid Ad,Yashawini Yogi,app_open,2,signup_started,,2024-03-25/2024-03-31,False
U001330,2024-06-25,26,Male,Tier 3,Android,Paid Ad,Ishaan Kamdar,kyc_initiated,5,kyc_completed,,2024-06-24/2024-06-30,False
U001331,2024-06-10,26,Male,Tier 1,Android,Social Media,Yatin Chakraborty,kyc_completed,6,first_transaction,,2024-06-10/2024-06-16,False
U001332,2024-04-10,19,Male,Tier 2,Android,Organic,Ekantika Char,first_transaction,7,notification_opted_in,340.0,2024-04-08/2024-04-14,True
U001333,2024-02-29,29,Male,Tier 2,Android,Paid Ad,Anusha Garg,kyc_initiated,5,kyc_completed,,2024-02-26/2024-03-03,False
U001334,2024-02-01,20,Female,Tier 1,iOS,Social Media,Oni Sarna,app_install,1,app_open,,2024-01-29/2024-02-04,False
U001335,2024-05-17,27,Male,Tier 2,iOS,Organic,Avi Grewal,app_install,1,app_open,,2024-05-13/2024-05-19,False
U001336,2024-03-08,41,Other,Tier 3,Android,Organic,Hredhaan Ravel,app_install,1,app_open,,2024-03-04/2024-03-10,False
U001337,2024-06-22,52,Female,Tier 2,Android,Organic,Warjas Jhaveri,app_open,2,signup_started,,2024-06-17/2024-06-23,False
U001338,2024-06-13,30,Male,Tier 2,iOS,Social Media,Jeevika Toor,app_open,2,signup_started,,2024-06-10/2024-06-16,False
U001339,2024-02-18,26,Male,Tier 2,Android,Paid Ad,Ronith Sachdev,app_install,1,app_open,,2024-02-12/2024-02-18,False
U001340,2024-05-03,23,Other,Tier 3,iOS,Paid Ad,Abhiram Narasimhan,app_install,1,app_open,,2024-04-29/2024-05-05,False
U001341,2024-02-23,33,Male,Tier 1,Android,Referral,Vansha Varkey,kyc_initiated,5,kyc_completed,,2024-02-19/2024-02-25,False
U001342,2024-05-01,31,Female,Tier 3,Android,Paid Ad,Ishita Magar,kyc_initiated,5,kyc_completed,,2024-04-29/2024-05-05,False
U001343,2024-04-29,40,Other,Tier 1,Android,Paid Ad,Sara Choudhry,signup_started,3,signup_completed,,2024-04-29/2024-05-05,False
U001344,2024-01-19,29,Other,Tier 3,Android,Referral,Reva Naik,day1_return,9,day7_return,537.0,2024-01-15/2024-01-21,True
U001345,2024-05-04,33,Male,Tier 1,iOS,Organic,Dhruv Mann,day1_return,9,day7_return,196.0,2024-04-29/2024-05-05,True
U001346,2024-04-24,24,Other,Tier 2,Android,Organic,Dayita Koshy,day1_return,9,day7_return,699.0,2024-04-22/2024-04-28,True
U001347,2024-01-30,34,Male,Tier 2,Android,Social Media,Onveer Yogi,kyc_completed,6,first_transaction,,2024-01-29/2024-02-04,False
U001348,2024-05-07,32,Other,Tier 3,Android,Paid Ad,Yashoda Vasa,app_install,1,app_open,,2024-05-06/2024-05-12,False
U001349,2024-05-19,44,Other,Tier 2,Android,Paid Ad,Amol Sachar,app_install,1,app_open,,2024-05-13/2024-05-19,False
U001350,2024-03-06,20,Other,Tier 2,Android,Referral,Samuel Narayan,day7_return,10,,372.0,2024-03-04/2024-03-10,True
U001351,2024-01-08,25,Male,Tier 3,iOS,Organic,Charita Chaudhuri,day7_return,10,,162.0,2024-01-08/2024-01-14,True
U001352,2024-01-16,27,Male,Tier 3,iOS,Paid Ad,Tanvi Sanghvi,signup_completed,4,kyc_initiated,,2024-01-15/2024-01-21,False
U001353,2024-05-04,27,Other,Tier 2,Android,Organic,Urmi Mahajan,signup_started,3,signup_completed,,2024-04-29/2024-05-05,False
U001354,2024-02-21,38,Other,Tier 1,Android,Paid Ad,Widisha Sankaran,app_open,2,signup_started,,2024-02-19/2024-02-25,False
U001355,2024-02-10,27,Other,Tier 1,Android,Paid Ad,Gautami Chaudry,day7_return,10,,387.0,2024-02-05/2024-02-11,True
U001356,2024-03-21,23,Other,Tier 1,iOS,Paid Ad,Chakradhar Kapoor,app_open,2,signup_started,,2024-03-18/2024-03-24,False
U001357,2024-05-04,29,Male,Tier 2,iOS,Organic,Hritik Kohli,app_open,2,signup_started,,2024-04-29/2024-05-05,False
U001358,2024-04-06,35,Other,Tier 2,Android,Organic,Lucky Verma,app_install,1,app_open,,2024-04-01/2024-04-07,False
U001359,2024-04-15,35,Female,Tier 1,Android,Referral,Champak Kota,app_open,2,signup_started,,2024-04-15/2024-04-21,False
U001360,2024-05-04,24,Female,Tier 3,Android,Referral,Fiyaz Kala,app_install,1,app_open,,2024-04-29/2024-05-05,False
U001361,2024-04-03,30,Male,Tier 1,Android,Social Media,Falan Bala,day7_return,10,,231.0,2024-04-01/2024-04-07,True
U001362,2024-06-05,20,Other,Tier 1,Android,Paid Ad,Gaurika Prashad,app_open,2,signup_started,,2024-06-03/2024-06-09,False
U001363,2024-03-19,32,Female,Tier 1,Android,Organic,Ganga Bose,app_install,1,app_open,,2024-03-18/2024-03-24,False
U001364,2024-03-29,24,Male,Tier 2,Android,Organic,Devansh Vasa,app_install,1,app_open,,2024-03-25/2024-03-31,False
U001365,2024-05-13,28,Male,Tier 1,iOS,Social Media,Odika Chakrabarti,app_install,1,app_open,,2024-05-13/2024-05-19,False
U001366,2024-01-31,41,Female,Tier 1,Android,Paid Ad,Kashish Chaudhari,kyc_initiated,5,kyc_completed,,2024-01-29/2024-02-04,False
U001367,2024-03-21,25,Female,Tier 2,iOS,Referral,Ekansh Mall,signup_started,3,signup_completed,,2024-03-18/2024-03-24,False
U001368,2024-03-31,43,Male,Tier 1,Android,Paid Ad,Naksh Ramesh,app_open,2,signup_started,,2024-03-25/2024-03-31,False
U001369,2024-03-07,19,Other,Tier 2,Android,Paid Ad,Lopa Sengupta,app_open,2,signup_started,,2024-03-04/2024-03-10,False
U001370,2024-01-28,27,Female,Tier 2,iOS,Paid Ad,Mugdha Nair,app_install,1,app_open,,2024-01-22/2024-01-28,False
U001371,2024-06-16,41,Other,Tier 1,Android,Referral,Abhimanyu Prashad,app_open,2,signup_started,,2024-06-10/2024-06-16,False
U001372,2024-03-03,36,Other,Tier 3,Android,Referral,Aradhana Kibe,app_open,2,signup_started,,2024-02-26/2024-03-03,False
U001373,2024-06-16,33,Female,Tier 3,Android,Referral,Harita Chandran,notification_opted_in,8,day1_return,717.0,2024-06-10/2024-06-16,True
U001374,2024-03-18,32,Male,Tier 1,Android,Paid Ad,Unni Sachar,app_open,2,signup_started,,2024-03-18/2024-03-24,False
U001375,2024-05-27,33,Female,Tier 3,Android,Paid Ad,Daksha Sampath,kyc_completed,6,first_transaction,,2024-05-27/2024-06-02,False
U001376,2024-04-09,31,Other,Tier 1,Android,Paid Ad,Abdul Sahni,app_open,2,signup_started,,2024-04-08/2024-04-14,False
U001377,2024-01-21,26,Female,Tier 1,Android,Paid Ad,Abhiram Saini,kyc_completed,6,first_transaction,,2024-01-15/2024-01-21,False
U001378,2024-02-16,25,Female,Tier 2,Android,Social Media,Teerth Tripathi,app_install,1,app_open,,2024-02-12/2024-02-18,False
U001379,2024-01-24,44,Female,Tier 2,Android,Referral,Jonathan Prabhu,signup_started,3,signup_completed,,2024-01-22/2024-01-28,False
U001380,2024-03-28,41,Male,Tier 3,Android,Paid Ad,Prisha Dhar,kyc_completed,6,first_transaction,,2024-03-25/2024-03-31,False
U001381,2024-01-28,42,Male,Tier 2,Android,Paid Ad,Vrinda Deshmukh,signup_started,3,signup_completed,,2024-01-22/2024-01-28,False
U001382,2024-01-10,31,Female,Tier 1,Android,Organic,Edhitha Lanka,day1_return,9,day7_return,559.0,2024-01-08/2024-01-14,True
U001383,2024-03-15,29,Other,Tier 1,Android,Organic,Vasatika Roy,first_transaction,7,notification_opted_in,213.0,2024-03-11/2024-03-17,True
U001384,2024-03-22,36,Male,Tier 3,Android,Organic,Urvi Choudhry,day7_return,10,,236.0,2024-03-18/2024-03-24,True
U001385,2024-06-17,22,Male,Tier 3,Android,Paid Ad,Chaaya Oommen,signup_started,3,signup_completed,,2024-06-17/2024-06-23,False
U001386,2024-06-06,21,Female,Tier 2,iOS,Referral,Abeer Dugal,day7_return,10,,487.0,2024-06-03/2024-06-09,True
U001387,2024-04-22,34,Other,Tier 1,Android,Organic,Ranveer Jain,app_open,2,signup_started,,2024-04-22/2024-04-28,False
U001388,2024-03-01,25,Male,Tier 1,Android,Paid Ad,Yahvi Sama,kyc_initiated,5,kyc_completed,,2024-02-26/2024-03-03,False
U001389,2024-05-28,50,Male,Tier 2,iOS,Referral,Gauri Pall,signup_started,3,signup_completed,,2024-05-27/2024-06-02,False
U001390,2024-04-06,21,Other,Tier 2,Android,Paid Ad,Triveni Ramachandran,kyc_initiated,5,kyc_completed,,2024-04-01/2024-04-07,False
U001391,2024-03-31,27,Female,Tier 3,Android,Organic,Zashil Mallick,signup_completed,4,kyc_initiated,,2024-03-25/2024-03-31,False
U001392,2024-06-19,49,Female,Tier 1,Android,Referral,Onkar Randhawa,notification_opted_in,8,day1_return,673.0,2024-06-17/2024-06-23,True
U001393,2024-04-06,42,Male,Tier 3,iOS,Organic,Zayyan Goel,signup_started,3,signup_completed,,2024-04-01/2024-04-07,False
U001394,2024-01-18,42,Female,Tier 2,Android,Organic,Maanav Tata,notification_opted_in,8,day1_return,711.0,2024-01-15/2024-01-21,True
U001395,2024-04-08,34,Female,Tier 3,iOS,Paid Ad,Manbir Talwar,kyc_initiated,5,kyc_completed,,2024-04-08/2024-04-14,False
U001396,2024-02-16,19,Male,Tier 1,iOS,Referral,Nidhi Sarraf,signup_started,3,signup_completed,,2024-02-12/2024-02-18,False
U001397,2024-04-23,30,Female,Tier 1,Android,Paid Ad,Yoshita Balasubramanian,signup_completed,4,kyc_initiated,,2024-04-22/2024-04-28,False
U001398,2024-01-10,49,Male,Tier 2,Android,Paid Ad,Chaaya Vyas,signup_started,3,signup_completed,,2024-01-08/2024-01-14,False
U001399,2024-02-24,20,Female,Tier 3,Android,Paid Ad,Rachana Kari,signup_completed,4,kyc_initiated,,2024-02-19/2024-02-25,False
U001400,2024-04-26,27,Other,Tier 2,Android,Referral,Wridesh Divan,app_install,1,app_open,,2024-04-22/2024-04-28,False
U001401,2024-05-10,25,Female,Tier 1,Android,Referral,Fariq Ghose,app_open,2,signup_started,,2024-05-06/2024-05-12,False
U001402,2024-02-25,19,Other,Tier 2,iOS,Referral,Wakeeta Hari,kyc_initiated,5,kyc_completed,,2024-02-19/2024-02-25,False
U001403,2024-01-02,30,Male,Tier 2,Android,Referral,Chanakya Sanghvi,first_transaction,7,notification_opted_in,145.0,2024-01-01/2024-01-07,True
U001404,2024-03-24,42,Male,Tier 1,Android,Referral,Aachal Kala,kyc_initiated,5,kyc_completed,,2024-03-18/2024-03-24,False
U001405,2024-06-20,44,Female,Tier 1,Android,Organic,Wriddhish Banik,app_install,1,app_open,,2024-06-17/2024-06-23,False
U001406,2024-05-21,21,Female,Tier 3,iOS,Referral,Siddharth Mannan,signup_started,3,signup_completed,,2024-05-20/2024-05-26,False
U001407,2024-05-28,19,Female,Tier 3,Android,Paid Ad,Tanish Lanka,day1_return,9,day7_return,424.0,2024-05-27/2024-06-02,True
U001408,2024-03-12,32,Male,Tier 1,iOS,Paid Ad,Ronith Pradhan,signup_completed,4,kyc_initiated,,2024-03-11/2024-03-17,False
U001409,2024-03-18,23,Male,Tier 1,Android,Organic,Upma Narula,first_transaction,7,notification_opted_in,308.0,2024-03-18/2024-03-24,True
U001410,2024-04-20,33,Other,Tier 3,Android,Organic,Finn Batta,app_install,1,app_open,,2024-04-15/2024-04-21,False
U001411,2024-02-07,32,Female,Tier 3,Android,Paid Ad,Wridesh Chanda,app_install,1,app_open,,2024-02-05/2024-02-11,False
U001412,2024-04-17,33,Female,Tier 1,Android,Referral,Ikshita Modi,day1_return,9,day7_return,125.0,2024-04-15/2024-04-21,True
U001413,2024-01-15,34,Female,Tier 2,iOS,Referral,Advik Pal,kyc_completed,6,first_transaction,,2024-01-15/2024-01-21,False
U001414,2024-04-07,24,Female,Tier 1,Android,Organic,Radha Ghose,day7_return,10,,590.0,2024-04-01/2024-04-07,True
U001415,2024-05-28,35,Other,Tier 3,iOS,Paid Ad,Yatan Vala,signup_completed,4,kyc_initiated,,2024-05-27/2024-06-02,False
U001416,2024-02-24,23,Other,Tier 1,iOS,Paid Ad,Ridhi Chana,app_open,2,signup_started,,2024-02-19/2024-02-25,False
U001417,2024-05-12,33,Other,Tier 3,Android,Referral,Laban Munshi,notification_opted_in,8,day1_return,492.0,2024-05-06/2024-05-12,True
U001418,2024-01-24,19,Male,Tier 2,iOS,Organic,Avni Dar,signup_completed,4,kyc_initiated,,2024-01-22/2024-01-28,False
U001419,2024-01-19,34,Female,Tier 1,iOS,Organic,Girik Dalal,signup_started,3,signup_completed,,2024-01-15/2024-01-21,False
U001420,2024-03-13,33,Female,Tier 1,Android,Organic,Samuel Sagar,signup_completed,4,kyc_initiated,,2024-03-11/2024-03-17,False
U001421,2024-04-18,25,Female,Tier 2,iOS,Organic,Deepa Dani,app_install,1,app_open,,2024-04-15/2024-04-21,False
U001422,2024-05-26,22,Male,Tier 3,Android,Social Media,Naksh Patla,day1_return,9,day7_return,503.0,2024-05-20/2024-05-26,True
U001423,2024-02-08,22,Other,Tier 2,Android,Organic,Gautam Boase,first_transaction,7,notification_opted_in,459.0,2024-02-05/2024-02-11,True
U001424,2024-04-08,35,Female,Tier 2,iOS,Paid Ad,Chaaya Bhatt,app_open,2,signup_started,,2024-04-08/2024-04-14,False
U001425,2024-04-07,30,Male,Tier 2,iOS,Organic,Yagnesh Srinivasan,signup_started,3,signup_completed,,2024-04-01/2024-04-07,False
U001426,2024-01-09,26,Male,Tier 1,Android,Organic,Saanvi Hayre,kyc_initiated,5,kyc_completed,,2024-01-08/2024-01-14,False
U001427,2024-01-27,48,Other,Tier 1,iOS,Organic,Mugdha Setty,kyc_initiated,5,kyc_completed,,2024-01-22/2024-01-28,False
U001428,2024-03-05,34,Female,Tier 3,Android,Social Media,Orinder Toor,app_install,1,app_open,,2024-03-04/2024-03-10,False
U001429,2024-04-10,30,Female,Tier 3,Android,Paid Ad,Sudiksha Patil,kyc_completed,6,first_transaction,,2024-04-08/2024-04-14,False
U001430,2024-01-29,23,Other,Tier 1,Android,Organic,Forum Samra,app_open,2,signup_started,,2024-01-29/2024-02-04,False
U001431,2024-06-22,21,Other,Tier 2,iOS,Organic,Alexander Lall,signup_started,3,signup_completed,,2024-06-17/2024-06-23,False
U001432,2024-01-28,21,Female,Tier 2,Android,Organic,Brijesh Ghosh,app_open,2,signup_started,,2024-01-22/2024-01-28,False
U001433,2024-06-29,23,Other,Tier 3,iOS,Paid Ad,Chasmum Kalita,app_install,1,app_open,,2024-06-24/2024-06-30,False
U001434,2024-03-02,34,Male,Tier 2,Android,Referral,Dayita Tella,kyc_initiated,5,kyc_completed,,2024-02-26/2024-03-03,False
U001435,2024-03-17,34,Other,Tier 1,Android,Paid Ad,Oni Narayan,signup_completed,4,kyc_initiated,,2024-03-11/2024-03-17,False
U001436,2024-05-23,45,Female,Tier 2,iOS,Social Media,Hiral Sachdev,kyc_completed,6,first_transaction,,2024-05-20/2024-05-26,False
U001437,2024-04-25,23,Female,Tier 2,Android,Social Media,Gunbir Varghese,first_transaction,7,notification_opted_in,180.0,2024-04-22/2024-04-28,True
U001438,2024-04-08,54,Other,Tier 2,Android,Referral,Urishilla Mani,app_install,1,app_open,,2024-04-08/2024-04-14,False
U001439,2024-04-13,21,Female,Tier 3,iOS,Paid Ad,Kevin Sura,app_open,2,signup_started,,2024-04-08/2024-04-14,False
U001440,2024-05-17,34,Other,Tier 2,Android,Paid Ad,Manbir Patla,kyc_completed,6,first_transaction,,2024-05-13/2024-05-19,False
U001441,2024-02-28,39,Female,Tier 3,iOS,Organic,Chavvi Gole,signup_started,3,signup_completed,,2024-02-26/2024-03-03,False
U001442,2024-06-07,44,Male,Tier 2,Android,Organic,Champak Parikh,app_open,2,signup_started,,2024-06-03/2024-06-09,False
U001443,2024-03-12,25,Female,Tier 3,Android,Referral,Amaira Krishnamurthy,app_install,1,app_open,,2024-03-11/2024-03-17,False
U001444,2024-05-10,25,Male,Tier 2,Android,Paid Ad,Fitan Sangha,signup_started,3,signup_completed,,2024-05-06/2024-05-12,False
U001445,2024-03-21,34,Other,Tier 1,iOS,Organic,Hamsini Choudhury,kyc_completed,6,first_transaction,,2024-03-18/2024-03-24,False
U001446,2024-02-29,34,Other,Tier 2,Android,Organic,Varsha Reddy,app_install,1,app_open,,2024-02-26/2024-03-03,False
U001447,2024-06-18,18,Other,Tier 3,Android,Referral,Atharv Dhillon,app_open,2,signup_started,,2024-06-17/2024-06-23,False
U001448,2024-05-02,55,Male,Tier 1,Android,Referral,Amrita Chhabra,app_open,2,signup_started,,2024-04-29/2024-05-05,False
U001449,2024-04-25,52,Female,Tier 3,Android,Referral,Nidhi Bhandari,app_install,1,app_open,,2024-04-22/2024-04-28,False
U001450,2024-02-21,22,Other,Tier 3,iOS,Organic,Yachana Sen,day7_return,10,,574.0,2024-02-19/2024-02-25,True
U001451,2024-06-01,26,Other,Tier 1,Android,Referral,Unni Mody,app_open,2,signup_started,,2024-05-27/2024-06-02,False
