user_id,signup_date,age,gender,city_tier,device_type,acquisition_channel,name
U001606,2024-06-09,54,Other,Tier 2,Android,Organic,Gaurangi Yadav
U001607,2024-06-24,29,Other,Tier 1,iOS,Referral,Zansi Saha
U001608,2024-02-09,25,Other,Tier 2,iOS,Social Media,Jagat De
U001609,2024-04-14,45,Male,Tier 2,iOS,Paid Ad,Raksha Bhagat
U001610,2024-02-01,32,Female,Tier 1,Android,Paid Ad,Sai Raja
U001611,2024-06-14,25,Other,Tier 1,iOS,Organic,Forum Bava
U001612,2024-03-26,33,Male,Tier 2,iOS,Paid Ad,Nikita Mital
U001613,2024-05-12,19,Male,Tier 2,iOS,Social Media,Aarini Nori
U001614,2024-05-19,29,Other,Tier 1,iOS,Organic,Tanvi Agarwal
U001615,2024-04-04,33,Male,Tier 2,Android,Paid Ad,Neha Sant
U001616,2024-06-23,25,Other,Tier 2,iOS,Organic,Ria Chakraborty
U001617,2024-03-27,41,Male,Tier 1,Android,Organic,Anmol Kata
U001618,2024-03-29,49,Male,Tier 3,Android,Referral,Theodore Mody
U001619,2024-04-09,34,Female,Tier 3,Android,Social Media,Elijah Arya
U001620,2024-03-29,31,Other,Tier 1,Android,Organic,Oscar Mital
U001621,2024-01-12,33,Other,Tier 2,Android,Organic,Adweta Pandey
U001622,2024-03-30,23,Other,Tier 2,iOS,Paid Ad,Advay Mukhopadhyay
U001623,2024-06-05,29,Female,Tier 2,Android,Organic,Mitali Saran
U001624,2024-05-20,29,Male,Tier 1,iOS,Organic,Pooja Wason
U001625,2024-03-17,28,Female,Tier 1,Android,Referral,Naveen Dhingra
U001626,2024-06-07,24,Male,Tier 1,Android,Organic,Wyatt Bail
U001627,2024-05-24,20,Male,Tier 3,iOS,Social Media,Nachiket Sani
U001628,2024-04-22,43,Male,Tier 2,Android,Referral,Baghyawati Mody
U001629,2024-01-09,43,Female,Tier 3,Android,Organic,Ryan Kala
U001630,2024-03-07,43,Other,Tier 2,iOS,Organic,Udarsh Goyal
U001631,2024-01-13,24,Other,Tier 1,iOS,Organic,Ubika Taneja
U001632,2024-01-12,20,Male,Tier 3,Android,Referral,Janani Balasubramanian
U001633,2024-04-01,28,Male,Tier 3,Android,Social Media,Veer Vasa
U001634,2024-02-25,49,Female,Tier 1,Android,Organic,Warda Gour
U001635,2024-02-04,35,Male,Tier 3,Android,Paid Ad,Sanya Thaman
U001636,2024-05-28,23,Other,Tier 3,iOS,Organic,Warhi Gade
U001637,2024-05-21,31,Other,Tier 1,Android,Paid Ad,Yadavi Sarma
U001638,2024-03-22,22,Female,Tier 2,Android,Paid Ad,Ayush Virk
U001639,2024-06-22,33,Female,Tier 1,iOS,Referral,Amara Pandit
U001640,2024-03-28,28,Female,Tier 1,iOS,Social Media,Ishani Setty
U001641,2024-03-13,25,Male,Tier 1,Android,Paid Ad,Bhavna Pradhan
U001642,2024-05-12,22,Other,Tier 1,Android,Paid Ad,Diya Mann
U001643,2024-06-18,28,Other,Tier 2,Android,Organic,Falak Rajan
U001644,2024-01-26,20,Other,Tier 3,Android,Referral,Ijaya Toor
U001645,2024-06-16,48,Female,Tier 1,Android,Paid Ad,Wazir Deo
U001646,2024-01-24,45,Male,Tier 3,iOS,Organic,Yashvi Dhillon
U001647,2024-04-14,35,Female,Tier 2,Android,Organic,Urvi Tak
U001648,2024-04-12,23,Male,Tier 3,Android,Paid Ad,Sara Ahuja
U001649,2024-05-21,28,Male,Tier 3,iOS,Organic,Warjas Grewal
U001650,2024-06-11,21,Male,Tier 1,iOS,Paid Ad,Omya Korpal
U001651,2024-05-26,32,Male,Tier 2,Android,Referral,Yachana Sawhney
U001652,2024-02-27,31,Female,Tier 1,Android,Paid Ad,Noah Kulkarni
U001653,2024-05-10,50,Other,Tier 1,iOS,Referral,Samesh Bali
U001654,2024-04-15,25,Female,Tier 1,Android,Referral,Lekha Bumb
U001655,2024-04-13,24,Female,Tier 1,Android,Referral,Bhavani Panchal
U001656,2024-06-08,21,Male,Tier 2,Android,Paid Ad,Turvi Panchal
U001657,2024-02-18,42,Female,Tier 1,iOS,Referral,Jai Menon
U001658,2024-03-08,32,Male,Tier 2,Android,Organic,Dev Shetty
U001659,2024-02-23,35,Male,Tier 2,Android,Paid Ad,Onkar Pandit
U001660,2024-06-18,47,Other,Tier 2,Android,Paid Ad,Girik Om
U001661,2024-05-28,39,Male,Tier 3,Android,Referral,Riya Varghese
U001662,2024-01-07,25,Other,Tier 2,iOS,Referral,Chakradhar Taneja
U001663,2024-03-22,36,Other,Tier 3,Android,Referral,Charita Bakshi
U001664,2024-05-28,27,Male,Tier 1,Android,Paid Ad,Barkha Issac
U001665,2024-02-16,25,Male,Tier 1,Android,Organic,Indali Korpal
U001666,2024-01-14,32,Male,Tier 2,Android,Referral,Chakradhar Buch
U001667,2024-04-25,46,Male,Tier 3,Android,Referral,Kabir Walia
U001668,2024-03-27,22,Other,Tier 1,Android,Referral,Arjun Kashyap
U001669,2024-05-10,25,Other,Tier 1,Android,Referral,Ira Sama
U001670,2024-06-18,34,Male,Tier 1,Android,Paid Ad,Inaya Ravel
U001671,2024-02-17,34,Other,Tier 1,iOS,Paid Ad,Ekaja Mall
U001672,2024-01-09,36,Female,Tier 1,Android,Paid Ad,Finn Sachar
U001673,2024-03-26,32,Male,Tier 1,iOS,Organic,Manthan Oak
U001674,2024-04-14,35,Male,Tier 3,Android,Referral,George Ahluwalia
U001675,2024-05-26,34,Male,Tier 1,iOS,Organic,Agastya Shenoy
U001676,2024-01-28,32,Other,Tier 2,Android,Paid Ad,Mugdha Chandran
U001677,2024-02-26,30,Male,Tier 3,iOS,Paid Ad,Ridhi Salvi
U001678,2024-06-07,34,Other,Tier 3,Android,Organic,Vaishnavi Morar
U001679,2024-04-21,37,Female,Tier 3,iOS,Paid Ad,Nicholas Mittal
U001680,2024-04-22,20,Other,Tier 2,Android,Organic,Harinakshi Naik
U001681,2024-05-30,40,Other,Tier 1,iOS,Paid Ad,Nandini Bora
U001682,2024-06-07,33,Female,Tier 1,Android,Organic,Orinder Dhar
U001683,2024-02-16,52,Female,Tier 3,Android,Organic,Zashil Batta
U001684,2024-06-19,49,Male,Tier 1,Android,Paid Ad,Orinder Sethi
U001685,2024-05-08,50,Other,Tier 1,Android,Social Media,Gauri Nair
U001686,2024-02-12,23,Female,Tier 1,Android,Referral,Aarna Atwal
U001687,2024-02-28,30,Female,Tier 3,Android,Organic,Rayaan Zacharia
U001688,2024-01-12,55,Other,Tier 2,Android,Paid Ad,Xalak Parmar
U001689,2024-04-24,26,Other,Tier 1,Android,Paid Ad,Niharika Ray
U001690,2024-06-26,42,Male,Tier 2,iOS,Organic,Tanveer Sodhi
U001691,2024-05-01,26,Other,Tier 1,Android,Organic,Amrita Tripathi
U001692,2024-03-23,40,Other,Tier 3,iOS,Organic,Jonathan Biswas
U001693,2024-04-06,45,Male,Tier 1,Android,Referral,Lakshit Radhakrishnan
U001694,2024-03-07,34,Other,Tier 1,Android,Organic,Bachittar Setty
U001695,2024-05-10,38,Female,Tier 2,iOS,Organic,Kala Radhakrishnan
U001696,2024-06-01,27,Other,Tier 2,Android,Paid Ad,Faqid Bhandari
U001697,2024-03-02,38,Other,Tier 3,iOS,Referral,Benjamin Varughese
U001698,2024-03-21,43,Female,Tier 2,iOS,Paid Ad,Girindra Bhatti
U001699,2024-01-29,28,Female,Tier 1,Android,Organic,Bina Balakrishnan
U001700,2024-03-14,52,Male,Tier 1,Android,Paid Ad,Krishna Randhawa
U001701,2024-05-26,19,Other,Tier 1,Android,Paid Ad,Leena Saxena
U001702,2024-04-01,29,Male,Tier 3,iOS,Paid Ad,Rachit Kar
U001703,2024-06-13,27,Male,Tier 1,iOS,Organic,Leena Ganesh
U001704,2024-02-28,18,Other,Tier 3,Android,Organic,Praneel Saxena
U001705,2024-01-29,25,Female,Tier 3,iOS,Referral,Om Konda
U001706,2024-06-26,30,Male,Tier 2,iOS,Social Media,Xiti Kannan
U001707,2024-04-19,24,Female,Tier 3,Android,Organic,Hardik Gole
U001708,2024-03-21,35,Other,Tier 2,iOS,Organic,Banjeet Kashyap
U001709,2024-04-12,31,Male,Tier 3,iOS,Organic,Thomas Taneja
U001710,2024-03-16,28,Male,Tier 2,Android,Social Media,Barkha Pandit
U001711,2024-02-19,48,Male,Tier 1,Android,Organic,Anvi Prasad
U001712,2024-03-05,47,Other,Tier 1,Android,Paid Ad,Vrishti Tripathi
U001713,2024-01-16,33,Female,Tier 1,Android,Social Media,Krishna Bhalla
U001714,2024-06-13,47,Female,Tier 3,Android,Paid Ad,Charan Mann
U001715,2024-01-18,34,Other,Tier 1,iOS,Paid Ad,Odika Behl
U001716,2024-05-20,20,Male,Tier 3,iOS,Organic,Jonathan Mangat
U001717,2024-01-11,31,Female,Tier 1,Android,Organic,Dayamai Hans
U001718,2024-03-14,33,Other,Tier 3,Android,Organic,Frado Madan
U001719,2024-04-27,34,Other,Tier 1,iOS,Paid Ad,Aahana Dey
U001720,2024-01-08,23,Male,Tier 1,iOS,Organic,Avni Ahuja
U001721,2024-02-06,39,Other,Tier 1,Android,Paid Ad,Harinakshi Salvi
U001722,2024-05-20,50,Other,Tier 3,Android,Paid Ad,Nidhi Chhabra
U001723,2024-04-18,22,Male,Tier 2,Android,Social Media,Naveen Deshpande
U001724,2024-04-03,49,Male,Tier 1,Android,Referral,Nimrat Rout
U001725,2024-06-17,41,Female,Tier 1,Android,Paid Ad,Prisha Loyal
U001726,2024-02-28,25,Male,Tier 1,Android,Paid Ad,Dominic Chaudry
U001727,2024-02-11,25,Male,Tier 1,Android,Referral,Sanya Thakkar
U001728,2024-05-23,43,Male,Tier 2,Android,Social Media,Alka Uppal
U001729,2024-05-25,24,Female,Tier 1,Android,Organic,Naveen Nadig
U001730,2024-06-26,28,Male,Tier 3,Android,Paid Ad,Jairaj Sant
U001731,2024-05-15,49,Other,Tier 1,Android,Paid Ad,Indali Morar
U001732,2024-05-16,33,Male,Tier 1,Android,Paid Ad,Nikita Kota
U001733,2024-03-18,36,Male,Tier 2,Android,Organic,Timothy Chowdhury
U001734,2024-04-17,29,Female,Tier 1,iOS,Paid Ad,Yasti Wagle
U001735,2024-05-30,27,Female,Tier 3,Android,Paid Ad,Naksh Biswas
U001736,2024-03-14,41,Female,Tier 3,Android,Organic,Thomas Bir
U001737,2024-04-13,32,Other,Tier 3,Android,Organic,Vansha Rege
U001738,2024-03-10,45,Female,Tier 1,iOS,Paid Ad,Devansh Balay
U001739,2024-02-20,30,Female,Tier 1,iOS,Paid Ad,Fiyaz Char
U001740,2024-04-09,32,Female,Tier 2,Android,Social Media,Vasatika Sane
U001741,2024-03-31,31,Male,Tier 1,iOS,Paid Ad,Champak Dhawan
U001742,2024-06-04,26,Other,Tier 1,iOS,Paid Ad,Rachita Taneja
U001743,2024-04-01,34,Female,Tier 2,Android,Paid Ad,Bhavani Ray
U001744,2024-06-26,19,Male,Tier 2,Android,Paid Ad,Eta Sharma
U001745,2024-03-12,38,Female,Tier 3,iOS,Organic,Hritik Minhas
U001746,2024-03-21,23,Male,Tier 2,iOS,Referral,Warinder Naidu
U001747,2024-04-19,43,Male,Tier 1,Android,Paid Ad,Dayita Ravel
U001748,2024-05-23,22,Male,Tier 1,iOS,Organic,Agastya Sura
U001749,2024-01-04,25,Female,Tier 1,iOS,Paid Ad,Wakeeta Raghavan
U001750,2024-04-17,35,Other,Tier 3,Android,Paid Ad,Teerth Nazareth
U001751,2024-04-22,19,Other,Tier 1,iOS,Referral,Azaan Shukla
U001752,2024-03-22,27,Female,Tier 1,Android,Organic,Champak Chaudhry
U001753,2024-01-30,25,Male,Tier 1,Android,Referral,Rushil Nadkarni
U001754,2024-03-05,26,Male,Tier 1,Android,Referral,Xavier Pradhan
U001755,2024-03-14,25,Other,Tier 1,Android,Referral,Avi Sidhu
U001756,2024-06-10,32,Male,Tier 3,iOS,Referral,Qabil Mand
U001757,2024-04-06,33,Other,Tier 2,Android,Social Media,Veer Basu
U001758,2024-05-07,28,Other,Tier 1,Android,Organic,Tanveer Parmer
U001759,2024-03-06,33,Female,Tier 2,Android,Referral,Bina Krish
U001760,2024-05-28,25,Female,Tier 2,Android,Referral,Nilima Brahmbhatt
U001761,2024-05-20,40,Other,Tier 1,Android,Organic,Avi Hora
U001762,2024-05-23,49,Female,Tier 1,iOS,Organic,Ati Roy
U001763,2024-03-30,24,Male,Tier 2,iOS,Paid Ad,William Goswami
U001764,2024-05-22,49,Female,Tier 2,Android,Organic,Ojasvi Amble
U001765,2024-02-02,41,Male,Tier 1,iOS,Social Media,Amrita Om
U001766,2024-05-19,50,Other,Tier 2,Android,Referral,Nikita Shroff
U001767,2024-04-04,22,Male,Tier 2,Android,Paid Ad,Turvi Ravi
U001768,2024-06-27,22,Other,Tier 1,Android,Paid Ad,Balendra Lal
U001769,2024-05-04,34,Male,Tier 1,Android,Organic,Eshana Chanda
U001770,2024-04-11,32,Male,Tier 2,Android,Referral,Unni Karnik
U001771,2024-06-11,27,Male,Tier 3,Android,Paid Ad,Harsh Kaur
U001772,2024-06-07,34,Other,Tier 1,Android,Paid Ad,Ekalinga Kata
U001773,2024-01-10,26,Male,Tier 1,Android,Social Media,Tanvi Nazareth
U001774,2024-03-21,36,Male,Tier 1,Android,Paid Ad,Hemani Brar
U001775,2024-06-12,42,Other,Tier 1,Android,Referral,Fitan Nadig
U001776,2024-02-14,18,Male,Tier 1,iOS,Paid Ad,Sarthak Sandal
U001777,2024-05-17,25,Male,Tier 1,Android,Organic,Pooja Nagarajan
U001778,2024-01-02,45,Male,Tier 2,iOS,Social Media,Pranav Venkataraman
U001779,2024-04-08,29,Female,Tier 1,Android,Social Media,Udant Amble
U001780,2024-03-13,41,Male,Tier 1,Android,Paid Ad,Harsh Banik
U001781,2024-04-29,47,Other,Tier 1,Android,Referral,Anay Venkataraman
U001782,2024-05-09,29,Other,Tier 2,Android,Organic,Saumya Majumdar
U001783,2024-06-26,27,Female,Tier 3,Android,Paid Ad,Jyoti Bhat
U001784,2024-05-08,35,Female,Tier 1,Android,Referral,Vincent Pal
U001785,2024-01-04,44,Male,Tier 2,Android,Organic,Ekansh Chad
U001786,2024-04-13,51,Other,Tier 1,iOS,Organic,Tristan Chauhan
U001787,2024-03-20,49,Male,Tier 2,iOS,Organic,Mason Kata
U001788,2024-01-04,29,Other,Tier 2,iOS,Organic,Logan Upadhyay
U001789,2024-05-20,52,Female,Tier 3,Android,Referral,Ekansh Pillai
U001790,2024-04-14,31,Female,Tier 2,Android,Paid Ad,Lopa Aurora
U001791,2024-01-04,38,Other,Tier 2,Android,Referral,Indira Swaminathan
U001792,2024-06-06,37,Other,Tier 1,iOS,Paid Ad,Aayush Mukhopadhyay
U001793,2024-05-10,25,Female,Tier 1,Android,Referral,Hemang Dhawan
U001794,2024-06-05,28,Male,Tier 2,Android,Paid Ad,Faris Menon
U001795,2024-01-21,55,Male,Tier 3,Android,Paid Ad,Varsha Bandi
U001796,2024-04-11,25,Male,Tier 2,iOS,Referral,Hitesh Goswami
U001797,2024-02-16,24,Male,Tier 3,Android,Paid Ad,Joshua Dua
U001798,2024-04-30,31,Other,Tier 2,Android,Paid Ad,Rushil Walia
U001799,2024-02-19,31,Female,Tier 1,iOS,Paid Ad,Kashvi Sarraf
U001800,2024-02-21,22,Female,Tier 3,iOS,Social Media,Chakrika Sundaram
U001801,2024-01-16,28,Female,Tier 1,Android,Organic,Timothy Raghavan
U001802,2024-03-19,49,Female,Tier 1,Android,Paid Ad,Leena Sridhar
U001803,2024-04-19,28,Male,Tier 3,Android,Organic,Jeremiah Parikh
U001804,2024-05-15,25,Male,Tier 2,Android,Paid Ad,Xiti Khurana
U001805,2024-02-28,32,Other,Tier 2,iOS,Social Media,Ranbir Acharya
U001806,2024-06-09,51,Male,Tier 1,Android,Paid Ad,Jagvi Majumdar
U001807,2024-05-06,46,Other,Tier 3,iOS,Organic,Jeet Ganesh
U001808,2024-05-27,51,Male,Tier 2,Android,Paid Ad,Faris Khanna
U001809,2024-01-19,19,Female,Tier 2,Android,Paid Ad,Aashi Walla
U001810,2024-03-14,33,Female,Tier 3,Android,Paid Ad,Vedant Agrawal
U001811,2024-04-17,42,Female,Tier 3,Android,Paid Ad,Janaki Soman
U001812,2024-01-11,26,Other,Tier 1,Android,Referral,Mitali Bhat
U001813,2024-01-02,22,Other,Tier 3,iOS,Social Media,Januja Morar
U001814,2024-02-03,25,Male,Tier 3,Android,Paid Ad,Advik Tailor
U001815,2024-04-07,19,Female,Tier 1,iOS,Paid Ad,Warinder Comar
U001816,2024-05-05,25,Female,Tier 1,Android,Organic,Parth Kumer
U001817,2024-04-19,41,Male,Tier 1,Android,Paid Ad,Chaitaly Mahajan
U001818,2024-06-22,30,Other,Tier 1,Android,Social Media,Adweta Nazareth
U001819,2024-06-27,34,Male,Tier 1,Android,Referral,Isha Jaggi
U001820,2024-02-14,26,Male,Tier 1,iOS,Paid Ad,Prisha Koshy
U001821,2024-06-24,32,Other,Tier 1,Android,Paid Ad,Anita Sarraf
U001822,2024-06-21,24,Other,Tier 2,Android,Organic,Ati Toor
U001823,2024-04-02,51,Female,Tier 3,iOS,Organic,Vansha Tailor
U001824,2024-01-10,21,Male,Tier 2,Android,Social Media,Ekavir Jha
U001825,2024-05-12,22,Female,Tier 2,Android,Paid Ad,Warhi Brar
U001826,2024-06-23,21,Other,Tier 2,Android,Referral,Januja Thaker
U001827,2024-04-19,19,Other,Tier 3,iOS,Organic,Sanaya Bassi
U001828,2024-01-07,40,Male,Tier 1,iOS,Paid Ad,Ekta Chander
U001829,2024-06-29,26,Female,Tier 1,Android,Social Media,Pushti Saraf
U001830,2024-01-04,19,Male,Tier 2,Android,Social Media,Bhanumati Ahuja
U001831,2024-04-23,25,Male,Tier 2,Android,Referral,Sai Ranganathan
U001832,2024-05-26,20,Other,Tier 1,Android,Referral,Indrajit Mallick
U001833,2024-06-08,23,Female,Tier 2,Android,Referral,Kashish Trivedi
U001834,2024-06-29,50,Male,Tier 2,Android,Organic,Anmol Varty
U001835,2024-02-28,19,Male,Tier 1,Android,Paid Ad,Lavanya Contractor
U001836,2024-04-19,50,Male,Tier 1,Android,Paid Ad,Lipika Rege
U001837,2024-04-20,31,Female,Tier 1,Android,Paid Ad,Falan Dewan
U001838,2024-05-11,37,Other,Tier 3,Android,Organic,Ryan Chaudhari
U001839,2024-03-05,31,Female,Tier 2,Android,Referral,Bhanumati Khurana
U001840,2024-05-26,54,Other,Tier 3,Android,Referral,Manya Aurora
U001841,2024-01-28,36,Other,Tier 2,Android,Referral,Indali Pathak
U001842,2024-05-20,30,Male,Tier 1,Android,Paid Ad,Garima Mistry
U001843,2024-04-07,23,Other,Tier 3,Android,Paid Ad,Aadhya Kaur
U001844,2024-03-08,21,Male,Tier 2,Android,Organic,Naksh Dora
U001845,2024-01-19,31,Female,Tier 2,Android,Organic,Raghav Bath
U001846,2024-02-15,29,Male,Tier 1,iOS,Paid Ad,Theodore Bhargava
U001847,2024-03-07,36,Other,Tier 1,Android,Social Media,Bishakha Kadakia
U001848,2024-05-29,26,Other,Tier 2,Android,Organic,Qasim Misra
U001849,2024-04-25,41,Female,Tier 2,Android,Organic,Lajita Zacharia
U001850,2024-05-30,22,Female,Tier 3,Android,Organic,Om Bhakta
U001851,2024-01-06,20,Other,Tier 2,Android,Paid Ad,Zayyan Shenoy
U001852,2024-02-23,28,Female,Tier 1,Android,Social Media,Eta Mukherjee
U001853,2024-04-05,23,Male,Tier 2,Android,Paid Ad,Devika Merchant
U001854,2024-03-10,25,Other,Tier 3,Android,Paid Ad,Gayathri Misra
U001855,2024-03-13,26,Female,Tier 1,Android,Referral,Vincent Mander
U001856,2024-02-06,24,Other,Tier 2,Android,Paid Ad,Watika Wadhwa
U001857,2024-04-23,30,Other,Tier 1,Android,Paid Ad,Nisha Kannan
U001858,2024-03-14,35,Male,Tier 2,Android,Paid Ad,Tristan Kuruvilla
U001859,2024-05-29,23,Other,Tier 1,Android,Referral,Bhavani Dasgupta
U001860,2024-02-27,24,Male,Tier 1,Android,Organic,Kalpit Nori
U001861,2024-05-18,34,Male,Tier 1,Android,Paid Ad,Kritika Bhargava
U001862,2024-01-16,27,Female,Tier 2,Android,Organic,Nimrat Bhalla
U001863,2024-01-30,34,Female,Tier 1,Android,Paid Ad,Krishna Dutta
U001864,2024-05-18,25,Other,Tier 2,iOS,Social Media,Parth Bail
U001865,2024-01-30,33,Other,Tier 2,Android,Organic,Warhi Keer
U001866,2024-03-16,30,Female,Tier 1,iOS,Paid Ad,Yashoda Apte
U001867,2024-03-11,28,Male,Tier 1,iOS,Referral,Gayathri Sekhon
U001868,2024-01-18,33,Male,Tier 1,iOS,Organic,Akshay Gour
U001869,2024-02-29,44,Female,Tier 2,Android,Paid Ad,Ekbal Sastry
U001870,2024-03-10,35,Female,Tier 1,iOS,Paid Ad,Siya Rout
U001871,2024-01-20,27,Male,Tier 1,Android,Paid Ad,Ethan Khurana
U001872,2024-01-17,29,Male,Tier 2,Android,Social Media,Matthew Malhotra
U001873,2024-03-24,33,Female,Tier 3,Android,Paid Ad,Vihaan Sarin
U001874,2024-04-18,27,Other,Tier 2,iOS,Organic,Anika Nagi
U001875,2024-04-09,20,Female,Tier 3,Android,Referral,Dayita Bhandari
U001876,2024-01-21,32,Male,Tier 3,Android,Organic,Charles Sehgal
U001877,2024-01-18,32,Female,Tier 3,Android,Paid Ad,Ekaja Mitter
U001878,2024-04-17,33,Male,Tier 3,iOS,Social Media,Unnati Shah
U001879,2024-04-25,18,Other,Tier 1,Android,Referral,Siddharth Datta
U001880,2024-06-01,26,Female,Tier 1,iOS,Organic,Hemani Khurana
U001881,2024-06-16,28,Female,Tier 2,Android,Referral,Mahika Buch
U001882,2024-01-03,27,Female,Tier 2,Android,Paid Ad,Vedhika Divan
U001883,2024-03-21,34,Female,Tier 1,Android,Organic,Leela Lal
U001884,2024-05-31,24,Male,Tier 2,iOS,Referral,Logan Nagarajan
U001885,2024-05-20,40,Other,Tier 1,Android,Paid Ad,Wridesh Dyal
U001886,2024-06-24,23,Male,Tier 1,Android,Social Media,Ubika Mani
U001887,2024-04-21,23,Other,Tier 1,iOS,Organic,Odika Padmanabhan
U001888,2024-02-02,42,Other,Tier 2,iOS,Paid Ad,Utkarsh Subramaniam
U001889,2024-03-14,34,Male,Tier 2,Android,Paid Ad,Wazir Bahri
U001890,2024-01-27,23,Female,Tier 2,Android,Referral,Abhiram Badami
U001891,2024-02-28,38,Female,Tier 2,Android,Referral,Gauri Baral
U001892,2024-04-05,31,Male,Tier 3,iOS,Organic,Ayush Ghose
U001893,2024-01-13,42,Male,Tier 1,Android,Paid Ad,Om Bawa
U001894,2024-03-25,22,Female,Tier 2,Android,Organic,Vihaan Sunder
U001895,2024-03-22,33,Female,Tier 2,iOS,Referral,Frado Sidhu
U001896,2024-04-04,35,Male,Tier 1,Android,Organic,Falguni Chander
U001897,2024-03-11,32,Female,Tier 2,Android,Referral,Divya Tiwari
U001898,2024-02-17,31,Other,Tier 1,Android,Referral,Yochana Edwin
U001899,2024-05-01,37,Female,Tier 3,Android,Social Media,Pratyush Bali
U001900,2024-04-25,24,Other,Tier 1,iOS,Organic,Vihaan Bail
U001901,2024-02-07,35,Female,Tier 1,Android,Social Media,Baljiwan Manne
U001902,2024-01-21,27,Male,Tier 2,Android,Paid Ad,Manya Murthy
U001903,2024-02-29,27,Male,Tier 1,Android,Organic,Samar Chawla
U001904,2024-03-17,46,Female,Tier 1,Android,Paid Ad,Nathaniel Bhattacharyya
U001905,2024-06-12,27,Other,Tier 2,iOS,Paid Ad,Meera Srinivasan
U001906,2024-03-14,44,Female,Tier 2,Android,Referral,Wriddhish Saini
U001907,2024-03-26,31,Female,Tier 2,iOS,Paid Ad,Ryan Brar
U001908,2024-03-24,46,Other,Tier 3,Android,Paid Ad,Pushti Buch
U001909,2024-04-25,27,Male,Tier 3,Android,Organic,Benjamin Ratti
U001910,2024-02-28,27,Female,Tier 2,Android,Organic,Damini Kalla
U001911,2024-04-27,30,Other,Tier 1,Android,Organic,Dhriti Pandya
U001912,2024-02-09,23,Female,Tier 2,Android,Organic,Nirja Ramachandran
U001913,2024-03-02,27,Male,Tier 2,Android,Organic,Panini Yogi
U001914,2024-03-18,20,Female,Tier 3,iOS,Referral,Rajeshri Lalla
U001915,2024-02-26,37,Other,Tier 2,Android,Paid Ad,Fiyaz Bobal
U001916,2024-05-14,19,Other,Tier 2,iOS,Paid Ad,Hitesh Ganesan
U001917,2024-04-05,27,Other,Tier 1,Android,Referral,Shivani Mane
U001918,2024-05-31,44,Male,Tier 1,iOS,Paid Ad,Vrishti Kalita
U001919,2024-03-04,45,Female,Tier 2,Android,Paid Ad,Aarush Chana
U001920,2024-02-24,38,Female,Tier 3,Android,Organic,Darsh Chanda
U001921,2024-03-11,50,Male,Tier 2,Android,Paid Ad,Eiravati Chana
U001922,2024-06-29,20,Other,Tier 3,iOS,Paid Ad,Owen Mitter
U001923,2024-02-08,26,Other,Tier 3,Android,Referral,Saanvi Barad
U001924,2024-04-15,25,Male,Tier 2,iOS,Referral,Siya Ganesh
U001925,2024-05-12,29,Other,Tier 2,Android,Organic,Rachana Sinha
U001926,2024-01-06,55,Other,Tier 3,Android,Paid Ad,Zarna Batra
U001927,2024-03-30,19,Other,Tier 1,Android,Referral,Widisha Borra
U001928,2024-02-10,32,Female,Tier 3,Android,Paid Ad,Ranveer Kohli
U001929,2024-06-03,25,Female,Tier 2,Android,Social Media,Ganga Pillay
U001930,2024-06-10,24,Other,Tier 3,Android,Social Media,Liam Rana
U001931,2024-01-14,32,Female,Tier 3,Android,Referral,Ekalinga Banerjee
U001932,2024-05-10,47,Female,Tier 1,Android,Paid Ad,Hamsini Khatri
U001933,2024-01-28,49,Other,Tier 2,Android,Organic,Ekiya Deol
U001934,2024-02-28,18,Male,Tier 3,Android,Paid Ad,Yamini Rout
U001935,2024-02-19,48,Other,Tier 1,Android,Organic,Jeet Dass
U001936,2024-01-30,33,Other,Tier 1,iOS,Paid Ad,Yug Bhasin
U001937,2024-03-23,30,Female,Tier 2,Android,Referral,Jalsa Puri
U001938,2024-01-15,26,Female,Tier 2,Android,Referral,Jagdish Rama
U001939,2024-04-26,21,Female,Tier 2,Android,Referral,Ekantika Mandal
U001940,2024-04-23,25,Female,Tier 3,iOS,Organic,Jagvi Bajwa
U001941,2024-04-13,33,Other,Tier 1,Android,Referral,Wazir Roy
U001942,2024-06-28,34,Other,Tier 2,Android,Paid Ad,Bina Kumar
U001943,2024-03-22,21,Other,Tier 2,Android,Referral,Kashvi Tara
U001944,2024-01-08,25,Female,Tier 1,Android,Organic,Rayaan Dhawan
U001945,2024-05-16,27,Other,Tier 3,iOS,Paid Ad,Gaurang Magar
U001946,2024-04-25,30,Other,Tier 1,iOS,Organic,Falak Sen
U001947,2024-06-26,50,Male,Tier 2,Android,Social Media,Advik Srinivasan
U001948,2024-01-22,18,Male,Tier 2,Android,Organic,Nitesh Narang
U001949,2024-05-07,29,Other,Tier 2,iOS,Organic,Deepa Nigam
U001950,2024-03-09,50,Male,Tier 1,Android,Organic,Arjun Lal
U001951,2024-05-05,19,Other,Tier 1,iOS,Paid Ad,Avi Shankar
U001952,2024-01-09,21,Other,Tier 1,Android,Referral,Bahadurjit Mangal
U001953,2024-05-05,25,Other,Tier 1,Android,Organic,Chandran Mani
U001954,2024-05-05,21,Female,Tier 2,Android,Paid Ad,Yashasvi Bir
U001955,2024-05-26,25,Female,Tier 3,iOS,Paid Ad,Alexander Basak
U001956,2024-06-03,27,Female,Tier 1,Android,Referral,Udant Dave
U001957,2024-01-21,30,Male,Tier 3,iOS,Paid Ad,Anay Palla
